,Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
2796,Glen Iris,16 Flowerdale Rd,5,h,2000000.0,PI,Marshall,14/05/2016,9.2,3146.0,5.0,3.0,1.0,696.0,248.0,1920.0,Boroondara,-37.8563,145.0709,Southern Metropolitan,10412.0
2800,Glen Iris,10 Bardolph St,2,t,585000.0,S,Jellis,15/10/2016,9.2,3146.0,2.0,1.0,1.0,84.0,84.0,1960.0,Boroondara,-37.8517,145.0796,Southern Metropolitan,10412.0
2804,Glen Iris,1/15 Scott Gr,3,t,1220000.0,S,Jellis,15/10/2016,9.2,3146.0,3.0,2.0,2.0,278.0,,1999.0,Stonnington,-37.8574,145.0496,Southern Metropolitan,10412.0
2808,Glen Iris,1/64 Edgar St N,2,u,545000.0,S,Fletchers,16/07/2016,9.2,3146.0,3.0,0.0,0.0,0.0,,,Stonnington,-37.85,145.0465,Southern Metropolitan,10412.0
2812,Glen Iris,116 High St,5,h,2825000.0,PI,Jellis,17/09/2016,9.2,3146.0,5.0,4.0,4.0,802.0,206.0,2013.0,Boroondara,-37.8627,145.0719,Southern Metropolitan,10412.0
2816,Glen Iris,8 Morell St,4,h,2016000.0,S,Jellis,18/03/2017,9.2,3146.0,4.0,2.0,3.0,733.0,,,Boroondara,-37.8561,145.0864,Southern Metropolitan,10412.0
2820,Glen Iris,10 Yeovil Rd,3,h,1765000.0,S,Philip,18/03/2017,9.2,3146.0,3.0,1.0,2.0,650.0,,,Boroondara,-37.8505,145.0852,Southern Metropolitan,10412.0
2824,Glen Iris,20 Ruskin Rd,3,h,1880000.0,S,RT,18/06/2016,9.2,3146.0,3.0,2.0,2.0,668.0,,1920.0,Boroondara,-37.8489,145.0711,Southern Metropolitan,10412.0
2828,Glen Iris,5/1679 Malvern Rd,2,u,856500.0,S,Marshall,19/11/2016,9.2,3146.0,2.0,1.0,1.0,0.0,,1960.0,Stonnington,-37.8566,145.0553,Southern Metropolitan,10412.0
2832,Glen Iris,7 Hope St,3,t,1200000.0,VB,O'Donoghues,24/09/2016,9.2,3146.0,3.0,2.0,2.0,541.0,,,Stonnington,-37.8628,145.0486,Southern Metropolitan,10412.0
2836,Glen Iris,28 Ferndale Rd,3,h,2200000.0,S,Marshall,25/02/2017,9.2,3146.0,3.0,1.0,2.0,700.0,142.0,1930.0,Boroondara,-37.8553,145.0711,Southern Metropolitan,10412.0
2840,Glen Iris,4/15 Rix St,2,u,720000.0,VB,Jellis,25/02/2017,9.2,3146.0,2.0,1.0,2.0,0.0,74.0,1940.0,Boroondara,-37.8468,145.0515,Southern Metropolitan,10412.0
2844,Glen Iris,2/7 Maitland St,2,u,529500.0,S,hockingstuart,26/07/2016,9.2,3146.0,2.0,1.0,1.0,0.0,,,Stonnington,-37.8572,145.0423,Southern Metropolitan,10412.0
2848,Glen Iris,60 Madeline St,3,h,1420000.0,S,Buxton,27/06/2016,9.2,3146.0,3.0,1.0,2.0,615.0,607.0,1940.0,Boroondara,-37.8578,145.0919,Southern Metropolitan,10412.0
2852,Glen Iris,21 Park Rd,5,h,2100000.0,S,Jellis,27/11/2016,9.2,3146.0,5.0,3.0,2.0,696.0,,1989.0,Boroondara,-37.8478,145.0566,Southern Metropolitan,10412.0
2856,Glen Iris,4/68 Edgar St N,2,u,390000.0,S,hockingstuart,28/05/2016,9.2,3146.0,2.0,1.0,1.0,0.0,,,Stonnington,-37.8497,145.0466,Southern Metropolitan,10412.0
2860,Glen Iris,2 Bell St,3,h,1310000.0,S,Marshall,28/08/2016,9.2,3146.0,3.0,1.0,2.0,464.0,,,Boroondara,-37.8539,145.0702,Southern Metropolitan,10412.0
2864,Glen Iris,35 Adrian St,5,h,2400000.0,VB,Jellis,30/07/2016,9.2,3146.0,5.0,3.0,2.0,709.0,672.0,1930.0,Boroondara,-37.8529,145.0806,Southern Metropolitan,10412.0
2868,Glenroy,2/74 Daley St,3,t,555000.0,SP,Stockdale,3/12/2016,13.0,3046.0,3.0,2.0,2.0,244.0,3.0,,Moreland,-37.6969,144.9299,Northern Metropolitan,8870.0
2872,Glenroy,13 Acacia St,5,h,850000.0,PI,Barry,4/03/2017,13.0,3046.0,5.0,3.0,1.0,487.0,,,Moreland,-37.7088,144.92600000000004,Northern Metropolitan,8870.0
2876,Glenroy,123 Glenroy Rd,3,h,670000.0,S,Stockdale,6/08/2016,13.0,3046.0,3.0,1.0,1.0,652.0,,,Moreland,-37.7062,144.9261,Northern Metropolitan,8870.0
2880,Glenroy,1c Barwon St,2,h,540000.0,VB,Nelson,7/05/2016,13.0,3046.0,2.0,1.0,1.0,164.0,114.0,2010.0,Moreland,-37.7082,144.9178,Northern Metropolitan,8870.0
2884,Glenroy,134 John St,3,h,575500.0,S,hockingstuart,8/10/2016,13.0,3046.0,3.0,1.0,1.0,701.0,,,Moreland,-37.6953,144.9397,Northern Metropolitan,8870.0
2888,Glenroy,6 Cosmos St,3,h,691000.0,S,Stockdale,10/09/2016,13.0,3046.0,3.0,1.0,2.0,753.0,,,Moreland,-37.7065,144.9374,Northern Metropolitan,8870.0
2892,Glenroy,44 Daley St,3,h,572000.0,S,Walshe,10/12/2016,13.0,3046.0,3.0,1.0,2.0,627.0,,,Moreland,-37.6974,144.9326,Northern Metropolitan,8870.0
2896,Glenroy,1 Tudor St,3,h,820000.0,VB,Nelson,10/12/2016,13.0,3046.0,3.0,2.0,4.0,805.0,,,Moreland,-37.708,144.9211,Northern Metropolitan,8870.0
2900,Glenroy,24 Sadie St,3,h,793000.0,S,Eview,12/11/2016,13.0,3046.0,3.0,1.0,2.0,780.0,120.0,1960.0,Moreland,-37.7,144.9427,Northern Metropolitan,8870.0
2904,Glenroy,45 Fran St,3,h,588000.0,S,YPA,15/10/2016,13.0,3046.0,3.0,1.0,1.0,616.0,125.0,1960.0,Moreland,-37.7029,144.9053,Northern Metropolitan,8870.0
2908,Glenroy,57 Widford St,3,h,612500.0,S,Stockdale,15/10/2016,13.0,3046.0,3.0,2.0,3.0,635.0,,,Moreland,-37.7006,144.9239,Northern Metropolitan,8870.0
2912,Glenroy,55 Fran St,5,h,705000.0,PI,Barry,17/09/2016,13.0,3046.0,5.0,3.0,2.0,612.0,,1970.0,Moreland,-37.7022,144.9054,Northern Metropolitan,8870.0
2916,Glenroy,2/36 Prospect St,4,t,607000.0,S,YPA,18/03/2017,13.0,3046.0,4.0,3.0,2.0,0.0,131.0,2014.0,Moreland,-37.7102,144.9112,Northern Metropolitan,8870.0
2920,Glenroy,48 Everard St,3,h,580000.0,S,Barry,19/11/2016,13.0,3046.0,3.0,1.0,2.0,650.0,142.0,1960.0,Moreland,-37.7002,144.9408,Northern Metropolitan,8870.0
2924,Glenroy,54 Cromwell St,4,h,630000.0,S,Stockdale,22/05/2016,13.0,3046.0,3.0,1.0,2.0,630.0,130.0,1960.0,Moreland,-37.7002,144.9232,Northern Metropolitan,8870.0
2928,Glenroy,2/27 Morley St,3,u,460000.0,S,Barry,22/08/2016,13.0,3046.0,3.0,2.0,1.0,190.0,,,Moreland,-37.6997,144.9367,Northern Metropolitan,8870.0
2932,Glenroy,29 Moonee Bvd,3,h,570000.0,PI,Barry,24/09/2016,13.0,3046.0,3.0,2.0,2.0,585.0,146.0,1975.0,Moreland,-37.6977,144.9071,Northern Metropolitan,8870.0
2936,Glenroy,3/27 Gladstone Pde,2,u,465000.0,S,YPA,25/02/2017,13.0,3046.0,2.0,1.0,1.0,176.0,89.0,2012.0,Moreland,-37.7081,144.912,Northern Metropolitan,8870.0
2940,Glenroy,1/47 Lytton St,2,u,442000.0,S,Brad,27/06/2016,13.0,3046.0,3.0,1.0,1.0,245.0,,,Moreland,-37.7076,144.9097,Northern Metropolitan,8870.0
2944,Glenroy,72 Pecham St,3,h,670000.0,S,Barry,27/11/2016,13.0,3046.0,3.0,1.0,3.0,705.0,135.0,1950.0,Moreland,-37.6967,144.9116,Northern Metropolitan,8870.0
2948,Glenroy,14 William St,3,h,501000.0,SP,Raine,28/05/2016,13.0,3046.0,3.0,1.0,1.0,348.0,,,Moreland,-37.7119,144.9111,Northern Metropolitan,8870.0
2952,Glenroy,44 Morley St,4,h,825000.0,S,Stockdale,30/07/2016,13.0,3046.0,4.0,2.0,4.0,768.0,194.0,1970.0,Moreland,-37.6979,144.9377,Northern Metropolitan,8870.0
2956,Gowanbrae,13 Seggan Cir,3,h,500000.0,S,Nelson,4/03/2017,13.6,3043.0,3.0,2.0,1.0,140.0,,,Moreland,-37.7071,144.8959,Western Metropolitan,1071.0
2960,Gowanbrae,8 Perth Ct,4,h,709000.0,PI,Nelson,14/05/2016,13.6,3043.0,4.0,2.0,2.0,453.0,213.0,2007.0,Moreland,-37.7016,144.8974,Western Metropolitan,1071.0
2964,Gowanbrae,24 Balerno Cir,3,h,390000.0,PI,Nelson,23/04/2016,13.6,3043.0,3.0,2.0,1.0,158.0,136.0,2005.0,Moreland,-37.7091,144.8958,Western Metropolitan,1071.0
2968,Hadfield,20 Bedford St,3,h,605000.0,PI,hockingstuart,3/09/2016,12.1,3046.0,3.0,1.0,2.0,597.0,116.0,1960.0,Moreland,-37.711,144.9478,Northern Metropolitan,2606.0
2972,Hadfield,4 Surrey St,4,h,870000.0,S,Barry,3/12/2016,12.1,3046.0,4.0,3.0,5.0,591.0,268.0,2010.0,Moreland,-37.7127,144.9489,Northern Metropolitan,2606.0
2976,Hadfield,41 Davies St,4,h,772500.0,S,Stockdale,4/06/2016,12.1,3046.0,3.0,2.0,2.0,595.0,,1983.0,Moreland,-37.7116,144.9468,Northern Metropolitan,2606.0
2980,Hadfield,115 West St,4,h,700000.0,S,Barry,10/09/2016,12.1,3046.0,2.0,2.0,2.0,700.0,168.0,1950.0,Moreland,-37.7056,144.9384,Northern Metropolitan,2606.0
2984,Hadfield,25 Francis St,4,h,918000.0,S,Brad,11/02/2017,12.1,3046.0,4.0,2.0,2.0,763.0,,,Moreland,-37.7123,144.9426,Northern Metropolitan,2606.0
2988,Hadfield,9 South St,3,h,646000.0,S,YPA,12/11/2016,12.1,3046.0,3.0,1.0,2.0,574.0,106.0,1970.0,Moreland,-37.7157,144.9507,Northern Metropolitan,2606.0
2992,Hadfield,101 Middle St,2,h,722000.0,S,Stockdale,13/08/2016,12.1,3046.0,3.0,3.0,1.0,580.0,103.0,1950.0,Moreland,-37.7098,144.9424,Northern Metropolitan,2606.0
2996,Hadfield,24 Talbot St,3,h,631500.0,S,Stockdale,18/06/2016,12.1,3046.0,4.0,1.0,3.0,593.0,95.0,1965.0,Moreland,-37.7133,144.947,Northern Metropolitan,2606.0
3000,Hadfield,100 South St,2,h,330000.0,VB,Stockdale,22/05/2016,12.1,3046.0,2.0,1.0,1.0,249.0,2.0,1970.0,Moreland,-37.714,144.939,Northern Metropolitan,2606.0
3004,Hadfield,92 West St,2,h,715888.0,S,Barry,25/02/2017,12.1,3046.0,2.0,1.0,1.0,613.0,92.0,1960.0,Moreland,-37.7099,144.938,Northern Metropolitan,2606.0
3008,Hadfield,25 East St,2,h,515000.0,S,D'Aprano,27/11/2016,12.1,3046.0,2.0,1.0,2.0,345.0,79.0,1990.0,Moreland,-37.7128,144.9496,Northern Metropolitan,2606.0
3012,Hampton,1/30 Grenville St,2,u,895000.0,S,hockingstuart,3/09/2016,13.7,3188.0,2.0,1.0,1.0,228.0,87.0,1975.0,Bayside,-37.9355,145.0008,Southern Metropolitan,5454.0
3016,Hampton,36 Thomas St,4,h,3250000.0,S,hockingstuart,3/09/2016,13.7,3188.0,4.0,3.0,2.0,928.0,300.0,1904.0,Bayside,-37.9389,145.0062,Southern Metropolitan,5454.0
3020,Hampton,24A Smith St,3,h,1003500.0,S,Ray,3/12/2016,13.7,3188.0,3.0,1.0,2.0,289.0,109.0,1998.0,Bayside,-37.9338,145.0226,Southern Metropolitan,5454.0
3024,Hampton,2/524 Bluff Rd,5,h,1400000.0,VB,hockingstuart,4/03/2017,13.7,3188.0,5.0,2.0,2.0,434.0,168.0,,Bayside,-37.9361,145.0243,Southern Metropolitan,5454.0
3028,Hampton,3/46 Fewster Rd,2,u,760000.0,S,hockingstuart,6/08/2016,13.7,3188.0,2.0,1.0,1.0,90.0,86.0,1985.0,Bayside,-37.9389,145.0186,Southern Metropolitan,5454.0
3032,Hampton,72b David St,2,t,890000.0,S,Hodges,7/05/2016,13.7,3188.0,1.0,2.0,2.0,181.0,,,Bayside,-37.9433,145.019,Southern Metropolitan,5454.0
3036,Hampton,30 Holyrood St,4,h,2420000.0,S,RT,10/09/2016,13.7,3188.0,3.0,3.0,2.0,560.0,,,Bayside,-37.9333,144.9977,Southern Metropolitan,5454.0
3040,Hampton,50 Earlsfield Rd,4,h,1460000.0,SP,Buxton,10/12/2016,13.7,3188.0,4.0,2.0,2.0,487.0,,,Bayside,-37.9356,145.0166,Southern Metropolitan,5454.0
3044,Hampton,310 Hampton St,4,h,2600000.0,S,Hodges,12/06/2016,13.7,3188.0,3.0,1.0,2.0,1504.0,162.0,1900.0,Bayside,-37.944,145.0015,Southern Metropolitan,5454.0
3048,Hampton,118 Ludstone St,2,h,1615000.0,SA,Chisholm,12/11/2016,13.7,3188.0,2.0,1.0,1.0,801.0,,1934.0,Bayside,-37.9348,145.0162,Southern Metropolitan,5454.0
3052,Hampton,7 Austin Rd,3,h,1050000.0,S,Hodges,15/10/2016,13.7,3188.0,3.0,2.0,2.0,357.0,120.0,1970.0,Bayside,-37.9449,145.0144,Southern Metropolitan,5454.0
3056,Hampton,26 Teddington Rd,3,h,1620000.0,SP,Buxton,15/10/2016,13.7,3188.0,3.0,1.0,2.0,783.0,,,Bayside,-37.9359,145.017,Southern Metropolitan,5454.0
3060,Hampton,75 Crisp St,5,h,3201000.0,S,Marshall,18/03/2017,13.7,3188.0,5.0,3.0,2.0,760.0,,1935.0,Bayside,-37.9416,145.0107,Southern Metropolitan,5454.0
3064,Hampton,16 Smith St,5,h,2600000.0,PI,Hodges,18/03/2017,13.7,3188.0,5.0,4.0,2.0,1000.0,324.0,1950.0,Bayside,-37.9332,145.0226,Southern Metropolitan,5454.0
3068,Hampton,4/32 Linacre Rd,2,u,750000.0,PI,hockingstuart,18/06/2016,13.7,3188.0,2.0,1.0,2.0,153.0,,1970.0,Bayside,-37.9429,145.0049,Southern Metropolitan,5454.0
3072,Hampton,1/3 Littlewood St,2,u,898000.0,S,Marshall,19/11/2016,13.7,3188.0,2.0,1.0,1.0,266.0,,1970.0,Bayside,-37.9344,145.004,Southern Metropolitan,5454.0
3076,Hampton,1/237 Hampton St,1,u,500000.0,SP,Marshall,24/09/2016,13.7,3188.0,1.0,1.0,1.0,0.0,,,Bayside,-37.9414,145.0016,Southern Metropolitan,5454.0
3080,Hampton,5/46 Fewster Rd,2,u,691000.0,S,Buxton,25/02/2017,13.7,3188.0,2.0,1.0,1.0,0.0,,,Bayside,-37.9392,145.0186,Southern Metropolitan,5454.0
3084,Hampton,3/8 Alicia St,2,u,500000.0,PI,Hodges,27/06/2016,13.7,3188.0,2.0,1.0,1.0,0.0,61.0,1970.0,Bayside,-37.9436,145.0027,Southern Metropolitan,5454.0
3088,Hampton,91A Linacre Rd,2,t,915500.0,S,Biggin,27/11/2016,13.7,3188.0,2.0,2.0,1.0,0.0,148.0,,Bayside,-37.9431,145.0118,Southern Metropolitan,5454.0
3092,Hampton,41 Orlando St,4,h,2160000.0,S,hockingstuart,28/05/2016,13.7,3188.0,4.0,2.0,1.0,577.0,231.0,1940.0,Bayside,-37.9382,144.9997,Southern Metropolitan,5454.0
3096,Hampton,18 Kanowna St,4,h,2130000.0,S,hockingstuart,30/07/2016,13.7,3188.0,4.0,2.0,2.0,714.0,188.0,1925.0,Bayside,-37.9446,145.0092,Southern Metropolitan,5454.0
3100,Hampton East,10a Roydon St,3,t,1020000.0,S,Buxton,14/05/2016,14.5,3188.0,2.0,2.0,2.0,221.0,171.0,,Bayside,-37.9355,145.0257,Southern Metropolitan,2356.0
3104,Hampton East,28 Roydon St,3,t,1150000.0,S,McGrath,22/08/2016,14.5,3188.0,3.0,2.0,1.0,0.0,3.0,2005.0,Bayside,-37.9355,145.0276,Southern Metropolitan,2356.0
3108,Hampton East,2 Harry St,3,h,1195000.0,S,Ray,27/11/2016,14.5,3188.0,3.0,1.0,2.0,601.0,,,Bayside,-37.9386,145.0317,Southern Metropolitan,2356.0
3112,Hampton East,1/4 Flowerdale Rd,3,u,865000.0,S,hockingstuart,28/08/2016,14.5,3188.0,3.0,2.0,2.0,317.0,,,Bayside,-37.9431,145.0347,Southern Metropolitan,2356.0
3116,Hawthorn,23 Elgin St,3,h,1480000.0,S,Jellis,3/12/2016,4.6,3122.0,3.0,1.0,0.0,228.0,116.0,,Boroondara,-37.8157,145.0263,Southern Metropolitan,11308.0
3120,Hawthorn,118/862 Glenferrie Rd,2,u,610000.0,PI,Marshall,4/03/2017,4.6,3122.0,2.0,2.0,1.0,85.0,82.0,2014.0,Boroondara,-37.8154,145.0369,Southern Metropolitan,11308.0
3124,Hawthorn,16/5 Denham St,2,u,891000.0,S,Marshall,4/06/2016,4.6,3122.0,3.0,1.0,1.0,1585.0,,1970.0,Boroondara,-37.8186,145.017,Southern Metropolitan,11308.0
3128,Hawthorn,6/107 Riversdale Rd,2,u,500000.0,VB,Marshall,6/08/2016,4.6,3122.0,2.0,1.0,1.0,0.0,,2007.0,Boroondara,-37.8287,145.035,Southern Metropolitan,11308.0
3132,Hawthorn,1/185 Auburn Rd,3,u,956000.0,S,Jellis,7/11/2016,4.6,3122.0,3.0,2.0,2.0,189.0,,,Boroondara,-37.8258,145.0446,Southern Metropolitan,11308.0
3136,Hawthorn,11/140 Riversdale Rd,1,u,292000.0,S,Woodards,7/11/2016,4.6,3122.0,1.0,1.0,0.0,0.0,56.0,1966.0,Boroondara,-37.8294,145.0382,Southern Metropolitan,11308.0
3140,Hawthorn,530 Burwood Rd,3,h,1300000.0,S,Marshall,8/10/2016,4.6,3122.0,3.0,2.0,1.0,341.0,155.0,1938.0,Boroondara,-37.8236,145.0425,Southern Metropolitan,11308.0
3144,Hawthorn,8/32 Liddiard St,2,u,440000.0,SP,Jellis,10/09/2016,4.6,3122.0,2.0,1.0,1.0,0.0,52.0,1970.0,Boroondara,-37.8192,145.0385,Southern Metropolitan,11308.0
3148,Hawthorn,18 Violet Gr,3,h,2325000.0,S,Jellis,10/09/2016,4.6,3122.0,3.0,2.0,1.0,373.0,,,Boroondara,-37.8281,145.0391,Southern Metropolitan,11308.0
3152,Hawthorn,13/561 Glenferrie Rd,1,u,488000.0,S,Marshall,10/12/2016,4.6,3122.0,1.0,1.0,1.0,0.0,57.0,2004.0,Boroondara,-37.8272,145.0343,Southern Metropolitan,11308.0
3156,Hawthorn,5/67 Auburn Rd,1,u,350000.0,VB,Noel,12/11/2016,4.6,3122.0,1.0,1.0,1.0,0.0,51.0,1960.0,Boroondara,-37.8208,145.0456,Southern Metropolitan,11308.0
3160,Hawthorn,3/18 Connell St,2,u,520000.0,PI,CASTRAN,13/08/2016,4.6,3122.0,2.0,1.0,1.0,0.0,,,Boroondara,-37.8185,145.0235,Southern Metropolitan,11308.0
3164,Hawthorn,4/178 Power St,2,u,517000.0,S,Jellis,14/05/2016,4.6,3122.0,2.0,1.0,1.0,0.0,,,Boroondara,-37.8261,145.0254,Southern Metropolitan,11308.0
3168,Hawthorn,78/8 Wallen Rd,4,u,1650000.0,VB,Kay,15/10/2016,4.6,3122.0,4.0,2.0,3.0,207.0,180.0,2002.0,Boroondara,-37.8271,145.0243,Southern Metropolitan,11308.0
3172,Hawthorn,23 Edgerton St,4,h,1936000.0,S,Kay,17/09/2016,4.6,3122.0,4.0,2.0,1.0,218.0,173.0,1890.0,Boroondara,-37.8142,145.0252,Southern Metropolitan,11308.0
3176,Hawthorn,11/70 Church St,3,u,630000.0,S,Jellis,18/03/2017,4.6,3122.0,3.0,1.0,1.0,0.0,75.0,1970.0,Boroondara,-37.8153,145.02100000000004,Southern Metropolitan,11308.0
3180,Hawthorn,1B Hepburn St,3,h,1780000.0,SP,Jellis,18/03/2017,4.6,3122.0,3.0,3.0,2.0,88.0,178.0,2011.0,Boroondara,-37.824,145.0427,Southern Metropolitan,11308.0
3184,Hawthorn,6/28 Manningtree Rd,3,u,1975000.0,VB,hockingstuart,18/06/2016,4.6,3122.0,3.0,2.0,1.0,0.0,196.0,2010.0,Boroondara,-37.8235,145.029,Southern Metropolitan,11308.0
3188,Hawthorn,50 Kinkora Rd,4,h,5050000.0,VB,Kay,19/11/2016,4.6,3122.0,4.0,4.0,2.0,905.0,373.0,1913.0,Boroondara,-37.8168,145.0321,Southern Metropolitan,11308.0
3192,Hawthorn,5/40 Barkers Rd,2,u,470000.0,VB,hockingstuart,22/05/2016,4.6,3122.0,2.0,1.0,1.0,0.0,70.0,1970.0,Boroondara,-37.813,145.0207,Southern Metropolitan,11308.0
3196,Hawthorn,10/32 Manningtree Rd,2,u,805000.0,S,Kay,22/08/2016,4.6,3122.0,2.0,1.0,1.0,0.0,,1970.0,Boroondara,-37.8235,145.0294,Southern Metropolitan,11308.0
3200,Hawthorn,1/3 Clovelly Ct,2,u,751000.0,S,RT,24/09/2016,4.6,3122.0,2.0,1.0,1.0,711.0,,,Boroondara,-37.8144,145.0328,Southern Metropolitan,11308.0
3204,Hawthorn,74 Denham St,2,h,1535000.0,S,LITTLE,25/02/2017,4.6,3122.0,2.0,1.0,0.0,243.0,,,Boroondara,-37.8198,145.0245,Southern Metropolitan,11308.0
3208,Hawthorn,18/508 Glenferrie Rd,2,u,695000.0,S,Jellis,26/07/2016,4.6,3122.0,2.0,1.0,1.0,3194.0,,,Boroondara,-37.8305,145.0341,Southern Metropolitan,11308.0
3212,Hawthorn,8B Myrtle St,2,t,1055000.0,S,Jellis,27/11/2016,4.6,3122.0,2.0,2.0,1.0,191.0,151.0,1975.0,Boroondara,-37.813,145.0167,Southern Metropolitan,11308.0
3216,Hawthorn,3/32 Power St,2,u,495000.0,S,Kay,28/05/2016,4.6,3122.0,2.0,1.0,1.0,0.0,85.0,1970.0,Boroondara,-37.8157,145.0273,Southern Metropolitan,11308.0
3220,Hawthorn,13/44 Burwood Rd,2,u,627500.0,S,Jellis,28/08/2016,4.6,3122.0,2.0,2.0,2.0,0.0,89.0,2000.0,Boroondara,-37.8213,145.0224,Southern Metropolitan,11308.0
3224,Hawthorn,17 Morang Rd,3,h,3120000.0,S,Jellis,28/08/2016,4.6,3122.0,2.0,1.0,4.0,677.0,,,Boroondara,-37.8224,145.0243,Southern Metropolitan,11308.0
3228,Heidelberg Heights,4 Collins St,3,h,720000.0,S,Barry,4/03/2017,10.5,3081.0,3.0,1.0,0.0,505.0,,,Banyule,-37.7375,145.0555,Eastern Metropolitan,2947.0
3232,Heidelberg Heights,59 Southern Rd,3,h,580000.0,VB,Miles,4/06/2016,10.5,3081.0,2.0,1.0,1.0,577.0,,,Banyule,-37.7428,145.0532,Eastern Metropolitan,2947.0
3236,Heidelberg Heights,2 Bonar St,3,h,994000.0,S,Love,10/12/2016,10.5,3081.0,3.0,2.0,2.0,807.0,192.0,1950.0,Banyule,-37.7453,145.0559,Eastern Metropolitan,2947.0
3240,Heidelberg Heights,14 Sackville St,3,h,785000.0,S,Barry,10/12/2016,10.5,3081.0,3.0,1.0,0.0,592.0,130.0,1950.0,Banyule,-37.7477,145.0481,Eastern Metropolitan,2947.0
3244,Heidelberg Heights,18 Shelley St,2,h,584000.0,S,Ray,12/06/2016,10.5,3081.0,2.0,1.0,1.0,428.0,84.0,1950.0,Banyule,-37.7418,145.0513,Eastern Metropolitan,2947.0
3248,Heidelberg Heights,2/71 Southern Rd,2,u,440000.0,VB,Miles,12/11/2016,10.5,3081.0,2.0,1.0,2.0,281.0,,1970.0,Banyule,-37.7429,145.0519,Eastern Metropolitan,2947.0
3252,Heidelberg Heights,12 Burns Ct,3,h,659500.0,SP,Miles,17/09/2016,10.5,3081.0,3.0,1.0,1.0,608.0,,,Banyule,-37.7361,145.0551,Eastern Metropolitan,2947.0
3256,Heidelberg Heights,498 Waterdale Rd,3,h,950000.0,S,Miles,19/11/2016,10.5,3081.0,3.0,1.0,2.0,800.0,118.0,1960.0,Banyule,-37.7406,145.0483,Eastern Metropolitan,2947.0
3260,Heidelberg Heights,39 McEwan Rd,2,h,1060000.0,S,Miles,25/02/2017,10.5,3081.0,2.0,1.0,0.0,837.0,,,Banyule,-37.7389,145.053,Eastern Metropolitan,2947.0
3264,Heidelberg Heights,484 Waterdale Rd,3,h,915000.0,S,Miles,25/02/2017,10.5,3081.0,3.0,1.0,1.0,748.0,101.0,1950.0,Banyule,-37.7416,145.0481,Eastern Metropolitan,2947.0
3268,Heidelberg Heights,13 Glover St,3,h,550000.0,VB,Purplebricks,27/11/2016,10.5,3081.0,3.0,1.0,1.0,420.0,90.0,1960.0,Banyule,-37.7363,145.0506,Eastern Metropolitan,2947.0
3272,Heidelberg Heights,26 Southern Rd,2,h,460000.0,VB,Nelson,28/05/2016,10.5,3081.0,2.0,1.0,2.0,508.0,79.0,1955.0,Banyule,-37.7428,145.0557,Eastern Metropolitan,2947.0
3276,Heidelberg West,3a Katoomba Ct,5,h,765000.0,S,Nelson,3/09/2016,9.4,3081.0,3.0,2.0,2.0,415.0,,,Banyule,-37.7354,145.0381,Eastern Metropolitan,2674.0
3280,Heidelberg West,1 Goodenough Ct,3,h,830000.0,S,Barry,4/03/2017,9.4,3081.0,3.0,2.0,0.0,643.0,,,Banyule,-37.737,145.0364,Eastern Metropolitan,2674.0
3284,Heidelberg West,59 Alamein Rd,3,h,532000.0,S,Miles,7/11/2016,9.4,3081.0,3.0,1.0,1.0,390.0,86.0,1955.0,Banyule,-37.7369,145.0422,Eastern Metropolitan,2674.0
3288,Heidelberg West,365 Liberty Pde,3,h,525500.0,S,Nelson,8/10/2016,9.4,3081.0,3.0,1.0,1.0,605.0,,,Banyule,-37.7344,145.0404,Eastern Metropolitan,2674.0
3292,Heidelberg West,290 Oriel Rd,3,h,652000.0,S,Barry,11/02/2017,9.4,3081.0,3.0,1.0,0.0,589.0,,,Banyule,-37.7356,145.0448,Eastern Metropolitan,2674.0
3296,Heidelberg West,5 Pacific Dr,3,h,605000.0,PI,Haughton,14/05/2016,9.4,3081.0,1.0,2.0,4.0,0.0,,,Banyule,-37.7391,145.0427,Eastern Metropolitan,2674.0
3300,Heidelberg West,163 Dougharty Rd,2,h,440500.0,S,hockingstuart,16/07/2016,9.4,3081.0,2.0,1.0,1.0,368.0,81.0,1955.0,Banyule,-37.7341,145.0434,Eastern Metropolitan,2674.0
3304,Heidelberg West,6 Pandanus Ct,2,h,777000.0,S,Barry,18/03/2017,9.4,3081.0,2.0,1.0,0.0,649.0,,,Banyule,-37.7443,145.0452,Eastern Metropolitan,2674.0
3308,Heidelberg West,23 Morotai Pde,2,h,520000.0,VB,Nelson,22/05/2016,9.4,3081.0,2.0,1.0,2.0,594.0,,,Banyule,-37.7471,145.0427,Eastern Metropolitan,2674.0
3312,Heidelberg West,187 Southern Rd,2,h,715000.0,S,Haughton,25/02/2017,9.4,3081.0,2.0,1.0,3.0,609.0,,,Banyule,-37.7415,145.0391,Eastern Metropolitan,2674.0
3316,Heidelberg West,22 Kokoda St,2,h,725000.0,S,Haughton,27/11/2016,9.4,3081.0,2.0,1.0,3.0,632.0,77.0,1960.0,Banyule,-37.7443,145.0462,Eastern Metropolitan,2674.0
3320,Heidelberg West,37 Alamein Rd,3,h,392000.0,S,Barry,28/05/2016,9.4,3081.0,3.0,1.0,2.0,372.0,,,Banyule,-37.7383,145.0414,Eastern Metropolitan,2674.0
